left_elbow,right_elbow,left_knee,right_knee,label
176.2985802742051,176.38810616997725,175.26429945614814,176.20422382257067,downdog
167.42270473118103,169.84924542171026,174.36463474155414,175.10278068673887,downdog
170.77144201823924,174.49727849004861,179.6866175196454,178.34733067487292,downdog
159.78793873003568,161.19922711985066,169.50676342804738,176.6817874593574,downdog
169.23321882169887,170.35799236401525,178.29343577377006,179.810205361669,downdog
171.40888260371187,169.8086514096391,175.71004208561396,175.4728996443635,downdog
160.17146212510642,157.01728406729916,174.03363019625266,174.63800158564143,downdog
165.89615298584468,171.81735907589956,178.0069703828627,179.80540445105177,downdog
165.1811859009626,172.02735529156496,173.55289817558386,176.718203842142,downdog
176.2985802742051,176.38810616997725,175.26429945614814,176.20422382257067,downdog
166.8687026098484,164.81218568526194,178.67385111738253,178.67851190028242,downdog
164.01490158834798,161.111384906955,179.40424323608028,179.44561889537394,downdog
176.26805944580636,175.72957423167097,176.35969795720132,178.57615285166466,downdog
168.61097368815658,166.27958816939014,176.52278202917987,177.46289432007507,downdog
179.7761070524551,171.98025845539732,174.7484591342604,176.44973465151716,downdog
173.68000629576494,177.0708353878703,173.85426749892923,175.1073078331587,downdog
161.61133482162992,160.21429522318755,179.75772017692634,178.22367848917338,downdog
176.54831759404462,167.43052588703515,174.69822310829832,176.0949157989676,downdog
176.5126558678234,175.27090554499046,163.08418783380253,160.8580459475971,downdog
170.1918721058061,167.5770447488817,179.1973887241462,179.60221666184304,downdog
179.98459054429867,167.78963791579707,166.9901452654558,178.4692085771958,downdog
156.539040698951,158.05899482517012,57.61566812987205,68.98444012697304,downdog
167.90162965548492,155.87678650455527,172.00784231801077,174.12885532953837,downdog
158.78787497781667,160.0748580418349,163.83252829257535,119.38676872976863,downdog
139.54046606685986,154.0321262684582,179.53702475900235,178.7393933146959,downdog
165.72870833923164,169.82368093456589,162.7456787285875,175.88391465286094,downdog
165.42829414623176,168.88253551241718,174.1167634025072,176.48114529269841,downdog
160.53219923593306,164.60096344430696,157.73945577346893,173.71967437203233,downdog
165.22150614700865,161.82511651548174,171.78900654727514,172.49138774875505,downdog
167.89589675227415,169.85479067399783,179.37731738218284,179.30609508789678,downdog
139.54046606685986,154.0321262684582,179.53702475900235,178.7393933146959,downdog
158.78787497781667,160.0748580418349,163.83252829257535,119.38676872976863,downdog
165.72870833923164,169.82368093456589,162.7456787285875,175.88391465286094,downdog
167.90162965548492,155.87678650455527,172.00784231801077,174.12885532953837,downdog
165.42829414623176,168.88253551241718,174.1167634025072,176.48114529269841,downdog
165.22150614700865,161.82511651548174,171.78900654727514,172.49138774875505,downdog
166.98419328560507,170.77586810352537,175.04794472986367,173.93566236658123,downdog
160.53219923593306,164.60096344430696,157.73945577346893,173.71967437203233,downdog
176.99673106255779,162.696827296287,166.80577916495636,167.13708547829205,downdog
178.15048714565935,172.8041361933154,179.4863707487444,177.91944692295263,downdog
179.48163613712538,176.93501872508773,135.5960899224303,134.75767098715113,downdog
146.82230920088276,118.00453262354462,175.09262769831642,176.363912725836,downdog
172.49523879020694,178.6281217622605,177.2521094978168,174.06538945961572,downdog
164.8492637610361,161.18419552217108,176.63819520841307,174.4486927363041,downdog
160.66817539991368,155.565200746515,167.38273422991858,159.71625489536092,downdog
168.5592582410721,179.10771173393258,169.64193297381468,169.10603019293856,downdog
172.80310025146932,175.2155680216922,178.51503775614577,179.65311404988861,downdog
155.83758325003956,171.8646178200946,95.54147827538463,89.33234339335553,downdog
176.04225177326077,172.80518930258415,173.6373661959952,178.66394437875044,downdog
162.39201091422322,169.4917540041658,176.6429361804407,175.72231809260836,downdog
167.46358023839673,170.286865255267,179.28424256867507,178.97355771369254,downdog
171.90448281988472,165.84370583768714,177.12471921068658,179.37647185864108,downdog
164.76966928736803,169.3059942299948,135.81082005895792,135.00227518246172,downdog
167.46358023839673,170.286865255267,179.28424256867507,178.97355771369254,downdog
167.65497665611295,161.27012119932812,141.51864650931395,177.68346925863196,downdog
171.90448281988472,165.84370583768714,177.12471921068658,179.37647185864108,downdog
168.80540427190306,167.9943224699019,179.40132650480894,179.5061920150108,downdog
164.71171541590712,165.4204181041625,176.9361389484661,177.9877206805819,downdog
164.76966928736803,169.3059942299948,135.81082005895792,135.00227518246172,downdog
153.0900389531882,152.62944968593786,169.36444196653292,171.38556038811527,downdog
178.15946900017988,174.3161985835908,81.97635688198659,55.841434130008246,downdog
166.2722939198531,163.5304588956827,166.39843298851784,168.67188663877772,downdog
159.77718738453999,178.73512652270233,174.26614625710715,174.05768412708323,downdog
96.57925612334184,114.63640846372638,175.98697889312317,173.560779743747,downdog
173.01546719342358,166.63535322069612,174.4661135019608,172.61996541154795,downdog
175.0178239191651,168.91928827657188,178.69464356301887,179.25696396344657,downdog
161.9200218307681,168.71847686301555,174.308571912709,176.60867214794573,downdog
171.07515838606443,164.43760462594008,178.6255080575869,176.02685620956078,downdog
160.18525840000578,155.39433522394117,171.11617490875835,173.280447782451,downdog
160.89047204631933,164.11534058970662,173.68879890037283,179.81815031050647,downdog
165.85402300311875,162.86275143526288,177.46761773292616,174.1869515791561,downdog
157.23852652723272,165.31832492661232,152.01934205345205,155.89548220013037,downdog
162.56859535826763,164.01129811489807,178.90636503889027,179.6170726951343,downdog
166.96043316429942,168.06024182773783,179.90010401840055,167.02583249588338,downdog
154.7856609908081,147.51661395528967,142.03956631104597,151.7007089974022,downdog
163.9367425857032,157.44771623897452,176.50268837365954,174.00223526268346,downdog
171.3105902807721,174.07628884679548,177.09530454136026,179.83795808007662,downdog
162.63876217442368,160.89218237571532,179.3434956659006,179.05762339326495,downdog
168.4039979415217,179.13114874903306,176.5745413371268,177.65777071119987,downdog
163.20166703846257,167.32635011573214,173.28378368517434,172.76218205818154,downdog
167.63975140427178,173.3335367080837,178.87660007337865,177.8924916494319,downdog
163.9367425857032,157.44771623897452,176.50268837365954,174.00223526268346,downdog
162.87798718643043,154.04329936940627,167.19559011482616,173.5249410226088,downdog
171.3105902807721,174.07628884679548,177.09530454136026,179.83795808007662,downdog
162.63876217442368,160.89218237571532,179.3434956659006,179.05762339326495,downdog
163.20166703846257,167.32635011573214,173.28378368517434,172.76218205818154,downdog
168.37091791350633,170.08661954288482,176.64264187565107,175.5286713748978,downdog
179.7027323375956,162.60018273219487,174.49089923907496,175.96483370251875,downdog
167.63975140427178,173.3335367080837,178.87660007337865,177.8924916494319,downdog
166.763771269393,165.4025965842359,174.44039166821227,179.96979067027308,downdog
177.26646485568907,170.56246193072235,178.8019178122513,177.13642684661667,downdog
135.04737902839443,160.90071187467024,178.8123173440473,173.8774465908819,downdog
163.82096502263934,164.08367099786003,174.8791902011216,176.10373678254683,downdog
172.41768322934058,171.12912063544601,178.5755033602384,178.74927974476083,downdog
141.3737976777435,154.84395989564229,172.54708666900444,168.71212786728557,downdog
170.37457873772166,161.88589476109155,178.92217800760804,179.24447560741825,downdog
164.5450477233938,40.47076922576912,172.49829739529483,177.24428468957137,downdog
171.23531717434042,177.94393932035396,172.48945070854973,169.00683741581872,downdog
153.49620979958516,157.00362907940203,173.0480985504919,171.01717708506436,downdog
166.07189614415387,172.30248773335097,178.57090912031413,178.14630581090464,downdog
179.90912192398815,179.55482146123657,166.05689044005962,164.25736305075566,downdog
179.20323210606998,168.84950261370184,178.69822026937783,175.9231489846568,downdog
171.26748679051872,179.17253917042035,179.04735057363197,174.5508413487376,downdog
162.46815621381535,159.60454210789436,174.57941592559564,175.16468767866996,downdog
166.8407957201474,168.53303561519115,176.431685139158,176.9906267406423,downdog
171.9755694784413,171.9367314063696,179.62118887634622,178.64102247020952,downdog
159.2298553622814,156.75943531576834,135.31104172032417,169.48318229961163,downdog
173.06943946375267,176.34832831413465,179.54247220052972,177.59162719233433,downdog
164.5094680337102,166.23939357076804,175.78940613858703,175.3778917342556,downdog
178.4988580919074,176.20706993357587,117.13439196107583,175.28146753296016,downdog
178.50177884820906,158.15498301938888,177.49028787563907,176.57611672857456,downdog
178.50177884820906,158.15498301938888,177.49028787563907,176.57611672857456,downdog
167.7683655458306,167.50900598116755,171.3129345041577,171.47035102410814,downdog
141.7186201558724,155.23709790581393,151.84619922181298,152.84989720977623,downdog
157.98229239058463,170.30962647674235,172.62026010207396,171.3229250189279,downdog
159.027638299527,156.19054937890132,176.94665430175837,159.70083235773623,downdog
172.07972390355692,178.35002726581314,165.8707970188146,160.55236035663404,downdog
164.92949439308137,170.14252485040657,178.57984937852308,174.8507566499809,downdog
171.6231370625114,173.15506338348087,179.37017801896513,178.67715214878226,downdog
164.2624851160767,168.38515536764882,174.18633573265498,171.98196271911758,downdog
169.41936557748753,169.55438979120458,175.34980510598075,168.52447269271556,downdog
163.27983866114366,164.41067181101616,176.40885238684666,1.2396094338852572,downdog
174.17994955340887,178.12022674852713,175.49189943804615,175.27123365860595,downdog
170.32086324856937,177.13468921112096,177.2331736669219,177.22461476035306,downdog
161.3362592386758,158.08292962274348,164.90578287787545,166.5894617957938,downdog
164.44722865554405,174.19740646177758,161.97915551269264,162.04458665596042,downdog
160.47061820945083,169.20611238536998,171.79625537678928,176.15972538957485,downdog
169.96808312670768,162.26412350203302,176.35931474941245,176.5895355913644,downdog
161.08710157514545,160.04998731381713,178.68434459500588,179.3279657871763,downdog
164.98174007879499,175.0954821666043,177.34646351096617,177.09839926147546,downdog
164.76046953110364,162.92766299844004,178.65454426303148,178.77172948827524,downdog
161.0540212660373,164.5229835544642,173.54307437643348,175.43159012769198,downdog
166.08625022909638,171.27054512290692,175.6978472900119,178.0940617837607,downdog
166.08625022909638,171.27054512290692,175.6978472900119,178.0940617837607,downdog
23.228746188391465,179.70448780830088,13.793552293043453,24.15367102640241,downdog
158.75010120980073,155.9643732206182,174.4491655021563,174.46273831584833,downdog
175.0284862149309,174.6718173793894,179.58798197681662,179.88458518560896,downdog
157.36833607568286,125.6728170109509,167.63177829387786,178.92280948466382,downdog
166.58573503384832,174.71477386203748,179.735190282908,179.85918013408343,downdog
167.56671377591977,10.179313407620432,172.5096568246693,179.1496503439984,downdog
161.84838670805482,163.6382092165939,178.99104174973937,179.4543127375273,downdog
167.42356454337383,171.94826574154303,179.79758736504635,179.08425227557848,downdog
172.5709384236652,167.75722406103213,175.47155172500248,176.4785322421731,downdog
160.28315529090628,157.127387078234,176.0903215508518,176.21130167733895,downdog
171.26500499967224,169.52184106842333,177.33267201307433,176.75506235027964,downdog
171.03708510945023,142.48983293141248,171.90937566605842,177.88717613236867,downdog
164.3543663428502,158.00057110033111,176.78868433249687,179.89917276924743,downdog
166.66350757184864,163.17535419801308,173.96941386569114,172.53440016188114,downdog
160.66226309715177,164.77824590665247,170.74841448548153,169.29659810290522,downdog
177.07321068755508,177.42315609832204,179.66675617678797,178.6809872220085,downdog
179.54666478802247,174.81704256763945,173.6369283596823,176.0562284042659,downdog
172.62724216951693,171.24717021213343,179.6669414433704,178.36245754932642,downdog
160.2991858590956,160.7489118580088,169.7016090696303,168.83009757715996,downdog
166.48496814774992,168.32978238462982,174.1846601060761,173.79070730263817,downdog
155.79898220579625,160.52555963773816,172.1774081147534,170.54701795733553,downdog
57.43922802858604,55.94863092968498,118.79917598757888,123.38699478551094,goddess
47.71284464551546,4.741680913976076,121.64655422756286,92.74560186009171,goddess
178.04282363276099,139.6233102366556,96.74248133646137,96.21195498227654,goddess
29.433602733479937,37.21746582132945,96.05648509598183,83.34670214622673,goddess
96.0476952167372,91.7544070498982,103.08353294600215,116.63735487130194,goddess
87.16928069528832,35.56265254889785,127.69544536081318,101.31964639960677,goddess
95.22216784003791,94.04307065059444,109.33641008350347,106.56095514317927,goddess
51.294180092398804,57.88069619649711,131.6795703647919,134.32376371712084,goddess
105.67706640322885,107.89606542837383,125.97942772325669,126.09364047489039,goddess
105.85073111147973,96.2717852796719,104.7066363902751,128.81758114732824,goddess
148.87427040133255,156.75874101955174,94.45933120510495,111.50627211597427,goddess
173.250494314937,175.6222511878336,109.78860658544593,96.1791431939241,goddess
93.98123459360387,83.24019461164903,108.02016259070018,107.56829533167077,goddess
165.29328991090784,166.37937550134782,93.39198808002287,86.01779929070169,goddess
156.37572142810092,164.60082538343312,109.27874244940784,119.52860523856504,goddess
165.24399011595352,179.4651254080176,94.26731372043878,100.86592118655082,goddess
141.7348106771029,143.47467072257916,47.38229479692052,42.35286429540787,goddess
107.28408005762802,87.61558019303838,135.85822784379843,149.7644922450301,goddess
173.250494314937,175.6222511878336,109.78860658544593,96.1791431939241,goddess
95.31611177689405,96.35884902028931,103.90760032675563,98.41896824493665,goddess
173.8350465965239,179.24144093964614,105.17153749449665,155.50706817723503,goddess
55.22839998746921,56.33421742484275,128.14747311142716,136.07763800970417,goddess
105.85073111147973,96.2717852796719,104.7066363902751,128.81758114732824,goddess
106.79786947974063,98.07806362310842,124.65545168347418,115.48760885914476,goddess
96.54973331454404,83.56309584295654,114.83364580270083,112.13039039183593,goddess
66.69286572838591,69.32298689180801,127.83900696538046,132.04289867270302,goddess
28.165499885264744,26.15563742085503,121.35691841239048,121.69526646782823,goddess
90.7566564715456,88.57140514122501,123.83374528969622,120.58349159387511,goddess
99.95564789272686,97.94191596300243,151.67389504678152,151.11559957778582,goddess
76.4399856850966,77.45702197552897,129.91560424895508,125.0543580953802,goddess
112.47641079588382,116.4268160278497,73.63133516654585,89.32504531431337,goddess
176.0130388293951,178.55803291100077,114.56856890444482,114.91162157456067,goddess
108.4574465671495,114.39407740905214,72.3397817943087,74.0837275130041,goddess
166.8677935876297,156.58138501291864,36.54103252463037,39.08927998804985,goddess
176.13674969177598,164.7018269537246,6.943122164043995,56.52137090534048,goddess
165.29328991090784,166.37937550134782,93.39198808002287,86.01779929070169,goddess
161.09145663152404,165.03661618652927,112.55539292471948,133.31051363127,goddess
99.97789771945541,99.49890766107713,160.70730440666313,158.04411156355215,goddess
77.52401315071872,76.924791787617,99.70644777648715,101.99355286315257,goddess
94.63602464088748,95.24903329454311,129.81358039587,123.37732292919287,goddess
173.02150989130112,179.89297586127313,97.22196382836168,97.65960699296431,goddess
95.4600396711251,87.29031092046932,85.88336620775084,90.54824746526006,goddess
99.97789771945541,99.49890766107713,160.70730440666313,158.04411156355215,goddess
108.11092479955951,99.29498135608806,113.19349946928546,108.42038255089217,goddess
173.97925346056184,176.17777512660928,97.08253528678858,94.033828762528,goddess
103.56692489160213,104.366005863681,132.3574742979633,135.52858829626973,goddess
24.45656860488823,26.25098487805195,112.10735133600022,116.98439901435508,goddess
178.8257499764028,50.00648467553216,112.0737475316754,177.3937462131662,goddess
70.89591498804491,70.85085579695924,119.22358880483438,118.38352921723737,goddess
78.44060578503957,72.92765520198421,140.94221309645357,141.84574902629342,goddess
178.6115470412084,178.73415565522015,107.14521292282325,118.21949892869097,goddess
108.39198839209917,93.13161125237473,105.25197761239839,104.08100463799977,goddess
179.52065258798376,171.48828290453116,130.04601410734483,134.21210994656738,goddess
88.29131048021387,93.34999493910387,130.8039637085408,127.78572174118683,goddess
108.18571821811366,112.61110736196389,178.4998474803953,143.75144285258267,goddess
116.29594902143666,102.14498039806924,138.54082016048366,138.3515835785963,goddess
159.25104181974262,176.97841439129735,151.6820613254356,173.08203789566562,goddess
86.2474110491082,87.58765640802068,120.29735651750374,112.0164976226732,goddess
143.7398758955379,137.36218579752443,29.55526042575866,35.880160698345335,goddess
98.75244544017573,105.14843256708438,117.29869301711457,114.23999345205458,goddess
12.798460117813393,175.5283543063261,179.84879242827003,169.6504024295273,goddess
116.29594902143666,102.14498039806924,138.54082016048366,138.3515835785963,goddess
86.2474110491082,87.58765640802068,120.29735651750374,112.0164976226732,goddess
48.76763020007814,49.25152573609679,113.62143419196624,119.18711599498404,goddess
175.12976047777653,177.4958902722747,176.0272648997196,178.54267396357196,goddess
61.37525924208095,59.461301235375444,113.42347666807208,111.5356593419524,goddess
119.83359747990525,114.57509846192393,111.17716679203266,105.94252462590028,goddess
12.889496128414798,54.470951175206594,117.37931225744424,169.20902049479983,goddess
127.71784611171375,116.98656280368319,130.26216121358001,132.27889157145552,goddess
100.89321900400124,92.92657492595137,147.4217389206231,145.9353511495615,goddess
78.29545487609306,54.76664033732041,71.61246344682746,69.0071669521509,goddess
73.28369006603332,77.68087067025147,105.03421625995688,105.57112030429053,goddess
55.25587665672854,56.15093644102239,112.30003110484279,118.45424734021137,goddess
107.1076378599941,108.10284764045232,118.69928132756772,121.67268752321583,goddess
45.409499434627556,41.91522276214016,95.1323520931299,96.58950302267769,goddess
157.90278574279876,159.31293375854446,130.18479648174375,118.90384227119718,goddess
82.07949068747479,10.270011480385334,138.32059908300985,93.84392696474735,goddess
152.67501498711215,141.7238618056657,122.6879024298992,59.919280295066386,goddess
81.20280578332539,82.16208207046758,113.30783496352288,105.61540416026182,goddess
140.48420120131829,147.53385056469304,94.3773583022973,84.16482935798055,goddess
92.57767531561537,80.66840802766417,124.73186995567787,128.51368031901282,goddess
93.28958493383557,92.79553791781348,142.95188353797687,143.10959584820486,goddess
159.9045177148991,157.16170001627623,108.5380122249359,114.3729732521612,goddess
62.31111054458634,56.633332399536684,105.31050765107969,109.80740744409529,goddess
45.409499434627556,41.91522276214016,95.1323520931299,96.58950302267769,goddess
152.67501498711215,141.7238618056657,122.6879024298992,59.919280295066386,goddess
82.07949068747479,10.270011480385334,138.32059908300985,93.84392696474735,goddess
81.20280578332539,82.16208207046758,113.30783496352288,105.61540416026182,goddess
140.48420120131829,147.53385056469304,94.3773583022973,84.16482935798055,goddess
173.44520977920797,179.64606611891512,62.33279416563825,50.601753359772296,goddess
92.57767531561537,80.66840802766417,124.73186995567787,128.51368031901282,goddess
159.9045177148991,157.16170001627623,108.5380122249359,114.3729732521612,goddess
62.31111054458634,56.633332399536684,105.31050765107969,109.80740744409529,goddess
175.30151374353898,166.23158463264227,115.4798984183767,120.6613557317226,goddess
73.39509365865848,71.6719384321049,133.54548324708992,126.82060107542611,goddess
89.17813042573329,93.4497544539755,117.38771648946513,112.98749391141827,goddess
132.206845413185,158.65340634607082,107.71017936250439,93.03859954535636,goddess
170.0748620364661,168.70147557364092,177.86166671228767,178.4068801230525,goddess
56.9442203142225,98.27073909214087,120.5409589070207,122.18773090598637,goddess
35.201981574677546,45.652462027870016,92.06029587919829,105.76710699444747,goddess
42.18072050737258,42.68105679601044,118.97497521013241,123.24066636740538,goddess
79.53709198960733,74.9576185028283,123.34414784297127,127.6320077111333,goddess
107.65519189887965,106.80919253102445,107.68763341951268,102.63461090714718,goddess
107.87200393913805,116.74371787708881,109.41664636205566,126.34317860157867,goddess
140.04937885235344,134.4701934708541,98.13612583004493,97.98335167085652,goddess
170.68779077096548,175.8925468990831,172.96657494286293,173.71724329454858,goddess
171.17712418361376,174.95151258338655,117.41512515467221,156.9958994874146,goddess
56.03320063142708,51.19350750646444,132.9223710943804,137.3589109120516,goddess
79.53709198960733,74.9576185028283,123.34414784297127,127.6320077111333,goddess
140.04937885235344,134.4701934708541,98.13612583004493,97.98335167085652,goddess
107.87200393913805,116.74371787708881,109.41664636205566,126.34317860157867,goddess
107.65519189887965,106.80919253102445,107.68763341951268,102.63461090714718,goddess
56.03320063142708,51.19350750646444,132.9223710943804,137.3589109120516,goddess
107.47231676253429,98.04478162352643,121.64425248627981,126.26082938013666,goddess
164.7017725209786,179.6608729442309,117.1644213088897,117.09850677178407,goddess
91.44258870784148,61.086922958621074,132.6923881432573,137.39913168501556,goddess
75.58593703614218,79.54628553227616,134.15455893184512,135.9624017905444,goddess
112.51862402199666,113.85387646420833,139.64683408997516,135.87133060813716,goddess
90.75216774854178,84.24637554351378,128.66022072213093,130.31569899330515,goddess
42.73628955088426,41.439608156610355,111.35138301575742,104.44220468277933,goddess
67.61515046103759,69.52709665841184,125.39027550426539,118.20268409356956,goddess
17.679006450241467,25.18202156051189,103.7417391892593,106.84005009589893,goddess
155.45491257018077,171.90690596494113,78.48643547871961,84.00909662053441,goddess
14.658839935463007,32.97146270074812,106.00187521900642,125.24607336955184,goddess
108.83349456014989,114.76603200540279,102.65232562210042,108.30980383788399,goddess
162.79935616620085,65.73102338134993,88.2355796682503,113.50172423988356,goddess
128.29873216654062,145.0348030990978,155.0585586223202,143.86680885500496,goddess
175.48670138009805,164.05145987049406,7.502541711305248,27.58248116258123,goddess
60.727623678695274,71.09630756628377,120.94006606586393,122.34105781401723,goddess
163.80951974390635,175.52634198438994,26.535087465941153,54.93421150450526,goddess
67.61515046103759,69.52709665841184,125.39027550426539,118.20268409356956,goddess
17.679006450241467,25.18202156051189,103.7417391892593,106.84005009589893,goddess
108.83349456014989,114.76603200540279,102.65232562210042,108.30980383788399,goddess
162.79935616620085,65.73102338134993,88.2355796682503,113.50172423988356,goddess
14.658839935463007,32.97146270074812,106.00187521900642,125.24607336955184,goddess
179.63022571142372,175.64351860079043,78.76204108263344,79.79127776191555,goddess
150.71719151438703,141.01368241943814,35.913195606934096,30.539389218710824,goddess
140.37219603845685,143.45889659880908,129.26714229394702,129.97894553784764,goddess
98.55807596700126,96.31200933470002,131.07078588899245,119.57845220390718,goddess
60.727623678695274,71.09630756628377,120.94006606586393,122.34105781401723,goddess
70.08656188240334,25.01460167105462,141.1960680363546,133.97995437344852,goddess
170.73286220289455,171.20799858083532,177.08698643621574,175.85586642435413,goddess
37.62821705477255,38.72351938938552,83.51840670519908,80.8180205622428,goddess
113.23462258793754,112.90799438889307,101.07381137330782,99.29099406985522,goddess
110.06738214784502,132.66204736501712,143.82128511895226,121.55875133292871,goddess
100.86878720513732,94.28159551814832,117.71836989614488,126.00489554828914,goddess
101.21602753973264,105.36492165937528,87.50871353833969,85.15023216080563,goddess
91.60638399281682,99.95194110678497,136.36611518178688,136.39529013537953,goddess
176.21974905174898,176.7007058805278,114.4665744455724,118.29601142448885,goddess
110.06738214784502,132.66204736501712,143.82128511895226,121.55875133292871,goddess
174.25180626977897,164.22868710939434,145.2953550382929,122.91731820622195,goddess
100.86878720513732,94.28159551814832,117.71836989614488,126.00489554828914,goddess
101.21602753973264,105.36492165937528,87.50871353833969,85.15023216080563,goddess
91.60638399281682,99.95194110678497,136.36611518178688,136.39529013537953,goddess
92.06559682442798,80.98158119419168,103.18385899466625,109.04374435286738,goddess
140.06933329405769,144.12009647862018,14.995954591421045,23.964793308311535,goddess
166.83369000767337,129.87606890762146,82.35297232514091,149.4056111677691,goddess
169.0386169121858,168.00804986668635,169.80959013178668,173.082285070123,goddess
178.25647289638187,171.2615467513093,104.34510332106035,175.40466273496787,goddess
168.42478388358825,71.06731968329163,147.8863473583009,45.88884958936395,goddess
61.020676506567206,70.5871551479264,120.93285904713255,122.06109327141438,goddess
109.86961525307474,101.57043571663925,97.9264232980164,95.50170283530784,goddess
165.15672120012826,173.48100603942967,22.695316521329403,140.8503040716913,goddess
90.85445059026964,89.21925253324716,106.68358174765879,103.93788181956752,goddess
176.21974905174898,176.7007058805278,114.4665744455724,118.29601142448885,goddess
179.6131576597191,172.91749132840948,95.01142850541902,94.74477087368169,goddess
100.78645100250965,109.71833477017977,128.4363219430315,135.17122463809397,goddess
106.96339221610194,116.08904636205658,105.98180634277557,118.58503950350718,goddess
108.08401725782136,99.77486535446585,113.5299572914123,108.708627393392,goddess
179.7848766004094,176.55598362233002,27.070878561639503,30.016678387718486,goddess
37.3830615422019,39.68223557564039,87.5298782539482,86.1865069917353,goddess
90.38074768484486,96.1510887988542,68.73511703154179,70.98158575672326,goddess
174.39233344283602,173.53793014303693,96.23276698118661,89.44465332981832,plank
178.33029764084102,175.2096999824829,176.29825076151138,173.67188075062654,plank
177.02242482026992,169.33240128288895,177.92474467243096,170.3039275365654,plank
179.12099240858802,175.5243920986778,177.30401619553118,174.88621103095363,plank
178.27633568782312,160.71566747752084,131.27106255066067,131.34376613803727,plank
170.85872128160875,167.21806010390787,83.48722875072382,178.82713085575648,plank
175.4729461873916,170.15242421277713,179.91860071760166,29.591068621108995,plank
173.78768801019325,176.03900578360532,178.97304838226626,172.4623924349699,plank
85.12587385658327,92.90716830276858,179.69347405688657,177.137337639004,plank
169.70920961771978,172.76477116612628,176.40926525261614,175.04699087192574,plank
96.3788923862492,78.4167526815556,169.74049753211807,173.6648972367727,plank
175.1656064693733,176.8147060684723,178.75399595483756,175.35344357660844,plank
176.283071522299,175.39868976460778,178.70215653969535,175.47456683568822,plank
176.5786706086004,175.0510666689264,178.03851487894727,178.54310756565667,plank
174.6374392385483,172.05214959996442,173.68703651376393,167.5971386225833,plank
147.85669142012918,176.87812281473023,90.03146893539818,134.31358388637955,plank
178.60844056641977,179.59939581585357,169.31998549799192,166.9387363455943,plank
179.679145658334,173.63703293722315,167.30961611487643,171.22248237502853,plank
